# Revision History
# Author,OpenAI Codex
# Date,2026-06-30
# Change,Selected reviewed workbook rows with ignore_status=USE and validated GitHub repository access using Get_Reviewed_Repositories.py v1.0.0

# File Description
# Summary,"Repositories were read from the reviewed workbook, filtered by ignore_status=USE, and checked through the GitHub repository API."
# Generation Process,Two-stage process: stage 1 manual review in Summary_Reviewed_List.xlsx; stage 2 automated access validation for the selected repositories.
# Source Workbook,C:\Users\evagan01\OneDrive - Arm\Documents\Development\Codex\Repository_Analysis\Summary_Reviewed_List.xlsx
# Source Script,Get_Reviewed_Repositories.py v1.0.0

# Field Descriptions
# organization,GitHub organization resolved from the reviewed workbook entry.
# sheet_name,Worksheet name in the reviewed workbook.
# repository,Repository name from the reviewed workbook.
# last_push,Last push timestamp copied from the reviewed workbook.
# visibility,Visibility copied from the reviewed workbook.
# archived,Archived flag copied from the reviewed workbook.
# unique_visitors_14d,Unique visitors in the last 14 days copied from the reviewed workbook.
# unique_cloners_14d,Unique cloners in the last 14 days copied from the reviewed workbook.
# total_views_14d,Total views in the last 14 days copied from the reviewed workbook.
# traffic_status,Traffic readout result copied from the reviewed workbook.
# link_2_repository,Repository URL resolved from the workbook hyperlink column.
# ignore_status,Manual review decision copied from the reviewed workbook.
# access_status,GitHub repository access result for rows marked USE.
# api_visibility,Visibility returned by the GitHub repository API.
# api_archived,Archived flag returned by the GitHub repository API.
# forks_count,Fork count returned by the GitHub repository API.
# default_branch,Default branch returned by the GitHub repository API.
# api_pushed_at,Latest push timestamp returned by the GitHub repository API.
# api_html_url,Canonical repository URL returned by the GitHub repository API.
# api_full_name,Full owner/repository name returned by the GitHub repository API.
# api_status_message,Detailed access message returned or derived from the GitHub API response.

organization,sheet_name,repository,last_push,visibility,archived,unique_visitors_14d,unique_cloners_14d,total_views_14d,traffic_status,link_2_repository,ignore_status,access_status,api_visibility,api_archived,forks_count,default_branch,api_pushed_at,api_html_url,api_full_name,api_status_message
open-cmsis-pack,open-cmisis-pack_raw_list,STM32F2xx_DFP,2026-02-17T15:11:05Z,PUBLIC,FALSE,23,61,40,OK,https://github.com/open-cmsis-pack/STM32F2xx_DFP,USE,OK,public,FALSE,3,main,2026-02-17T15:11:05Z,https://github.com/Open-CMSIS-Pack/STM32F2xx_DFP,Open-CMSIS-Pack/STM32F2xx_DFP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,STM32F0xx_DFP,2026-02-17T15:04:52Z,PUBLIC,FALSE,74,70,142,OK,https://github.com/open-cmsis-pack/STM32F0xx_DFP,USE,OK,public,FALSE,4,main,2026-02-17T15:04:52Z,https://github.com/Open-CMSIS-Pack/STM32F0xx_DFP,Open-CMSIS-Pack/STM32F0xx_DFP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,STM32F0DISCOVERY_BSP,2026-02-17T14:57:17Z,PUBLIC,FALSE,0,21,0,OK,https://github.com/open-cmsis-pack/STM32F0DISCOVERY_BSP,USE,OK,public,FALSE,2,main,2026-02-17T14:57:17Z,https://github.com/Open-CMSIS-Pack/STM32F0DISCOVERY_BSP,Open-CMSIS-Pack/STM32F0DISCOVERY_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,STM32F072B-DISCO_BSP,2026-02-17T14:49:14Z,PUBLIC,FALSE,3,20,3,OK,https://github.com/open-cmsis-pack/STM32F072B-DISCO_BSP,USE,OK,public,FALSE,2,main,2026-02-17T14:49:14Z,https://github.com/Open-CMSIS-Pack/STM32F072B-DISCO_BSP,Open-CMSIS-Pack/STM32F072B-DISCO_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,STM32C0xx_DFP,2026-02-17T13:24:32Z,PUBLIC,FALSE,19,63,58,OK,https://github.com/open-cmsis-pack/STM32C0xx_DFP,USE,OK,public,FALSE,4,main,2026-02-17T13:24:32Z,https://github.com/Open-CMSIS-Pack/STM32C0xx_DFP,Open-CMSIS-Pack/STM32C0xx_DFP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,STM32C0316-DK_BSP,2026-02-17T13:08:00Z,PUBLIC,FALSE,0,21,0,OK,https://github.com/open-cmsis-pack/STM32C0316-DK_BSP,USE,OK,public,FALSE,2,main,2026-02-17T13:08:00Z,https://github.com/Open-CMSIS-Pack/STM32C0316-DK_BSP,Open-CMSIS-Pack/STM32C0316-DK_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,STM32C0116-DK_BSP,2026-02-17T12:08:54Z,PUBLIC,FALSE,2,21,55,OK,https://github.com/open-cmsis-pack/STM32C0116-DK_BSP,USE,OK,public,FALSE,2,main,2026-02-17T12:08:54Z,https://github.com/Open-CMSIS-Pack/STM32C0116-DK_BSP,Open-CMSIS-Pack/STM32C0116-DK_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,STM32373C-EVAL_BSP,2026-02-17T11:50:58Z,PUBLIC,FALSE,1,20,1,OK,https://github.com/open-cmsis-pack/STM32373C-EVAL_BSP,USE,OK,public,FALSE,2,main,2026-02-17T11:50:58Z,https://github.com/Open-CMSIS-Pack/STM32373C-EVAL_BSP,Open-CMSIS-Pack/STM32373C-EVAL_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,STM32303E-EVAL_BSP,2026-02-17T10:35:54Z,PUBLIC,FALSE,1,20,1,OK,https://github.com/open-cmsis-pack/STM32303E-EVAL_BSP,USE,OK,public,FALSE,3,main,2026-02-17T10:35:54Z,https://github.com/Open-CMSIS-Pack/STM32303E-EVAL_BSP,Open-CMSIS-Pack/STM32303E-EVAL_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-WL55JC_BSP,2026-02-16T16:31:10Z,PUBLIC,FALSE,3,21,4,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-WL55JC_BSP,USE,OK,public,FALSE,2,main,2026-02-16T16:31:10Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-WL55JC_BSP,Open-CMSIS-Pack/ST_NUCLEO-WL55JC_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-WB55RG_BSP,2026-02-16T13:58:22Z,PUBLIC,FALSE,1,20,1,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-WB55RG_BSP,USE,OK,public,FALSE,2,main,2026-02-16T13:58:22Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-WB55RG_BSP,Open-CMSIS-Pack/ST_NUCLEO-WB55RG_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-L053R8_BSP,2026-02-16T13:47:53Z,PUBLIC,FALSE,3,22,9,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-L053R8_BSP,USE,OK,public,FALSE,2,main,2026-02-16T13:47:53Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-L053R8_BSP,Open-CMSIS-Pack/ST_NUCLEO-L053R8_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-L152RE_BSP,2026-01-22T06:11:18Z,PUBLIC,FALSE,0,23,0,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-L152RE_BSP,USE,OK,public,FALSE,2,main,2026-01-22T06:11:18Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-L152RE_BSP,Open-CMSIS-Pack/ST_NUCLEO-L152RE_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-F429ZI_BSP,2026-01-21T06:53:02Z,PUBLIC,FALSE,7,19,16,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-F429ZI_BSP,USE,OK,public,FALSE,3,main,2026-01-21T06:53:02Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-F429ZI_BSP,Open-CMSIS-Pack/ST_NUCLEO-F429ZI_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-F412ZG_BSP,2026-01-16T16:40:03Z,PUBLIC,FALSE,4,19,8,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-F412ZG_BSP,USE,OK,public,FALSE,1,main,2026-01-16T16:40:03Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-F412ZG_BSP,Open-CMSIS-Pack/ST_NUCLEO-F412ZG_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-F401RE_BSP,2026-01-15T08:49:45Z,PUBLIC,FALSE,7,19,21,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-F401RE_BSP,USE,OK,public,FALSE,3,main,2026-01-15T08:49:45Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-F401RE_BSP,Open-CMSIS-Pack/ST_NUCLEO-F401RE_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-F091RC_BSP,2026-01-15T06:10:18Z,PUBLIC,FALSE,1,19,1,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-F091RC_BSP,USE,OK,public,FALSE,2,main,2026-01-15T06:10:18Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-F091RC_BSP,Open-CMSIS-Pack/ST_NUCLEO-F091RC_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-F030R8_BSP,2026-01-15T06:09:49Z,PUBLIC,FALSE,4,20,4,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-F030R8_BSP,USE,OK,public,FALSE,2,main,2026-01-15T06:09:49Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-F030R8_BSP,Open-CMSIS-Pack/ST_NUCLEO-F030R8_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-H743ZI2_BSP,2026-01-14T14:32:59Z,PUBLIC,FALSE,7,21,8,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-H743ZI2_BSP,USE,OK,public,FALSE,3,main,2026-01-14T14:32:59Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-H743ZI2_BSP,Open-CMSIS-Pack/ST_NUCLEO-H743ZI2_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-F746ZG_BSP,2026-01-14T13:54:24Z,PUBLIC,FALSE,0,16,0,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-F746ZG_BSP,USE,OK,public,FALSE,2,main,2026-01-14T13:54:24Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-F746ZG_BSP,Open-CMSIS-Pack/ST_NUCLEO-F746ZG_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-H563ZI_BSP,2025-12-09T13:47:40Z,PUBLIC,FALSE,3,19,15,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-H563ZI_BSP,USE,OK,public,FALSE,3,main,2025-12-09T13:47:40Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-H563ZI_BSP,Open-CMSIS-Pack/ST_NUCLEO-H563ZI_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-G474RE_BSP,2025-12-09T13:45:43Z,PUBLIC,FALSE,4,20,8,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-G474RE_BSP,USE,OK,public,FALSE,2,main,2025-12-09T13:45:43Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-G474RE_BSP,Open-CMSIS-Pack/ST_NUCLEO-G474RE_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-G0B1RE_BSP,2025-12-09T13:45:15Z,PUBLIC,FALSE,4,18,24,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-G0B1RE_BSP,USE,OK,public,FALSE,3,main,2025-12-09T13:45:15Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-G0B1RE_BSP,Open-CMSIS-Pack/ST_NUCLEO-G0B1RE_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-F756ZG_BSP,2025-12-09T13:44:16Z,PUBLIC,FALSE,1,19,1,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-F756ZG_BSP,USE,OK,public,FALSE,2,main,2025-12-09T13:44:16Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-F756ZG_BSP,Open-CMSIS-Pack/ST_NUCLEO-F756ZG_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-F446RE_BSP,2025-12-09T13:36:21Z,PUBLIC,FALSE,13,21,45,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-F446RE_BSP,USE,OK,public,FALSE,2,main,2025-12-09T13:36:21Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-F446RE_BSP,Open-CMSIS-Pack/ST_NUCLEO-F446RE_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-F072RB_BSP,2025-12-08T12:29:20Z,PUBLIC,FALSE,2,18,3,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-F072RB_BSP,USE,OK,public,FALSE,2,main,2025-12-08T12:29:20Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-F072RB_BSP,Open-CMSIS-Pack/ST_NUCLEO-F072RB_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_B-U585I-IOT02A_BSP,2025-12-05T14:55:00Z,PUBLIC,FALSE,1,19,8,OK,https://github.com/open-cmsis-pack/ST_B-U585I-IOT02A_BSP,USE,OK,public,FALSE,5,main,2025-12-05T14:55:00Z,https://github.com/Open-CMSIS-Pack/ST_B-U585I-IOT02A_BSP,Open-CMSIS-Pack/ST_B-U585I-IOT02A_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_B-L475E-IOT01A_BSP,2025-12-05T14:41:28Z,PUBLIC,FALSE,2,20,5,OK,https://github.com/open-cmsis-pack/ST_B-L475E-IOT01A_BSP,USE,OK,public,FALSE,2,main,2025-12-05T14:41:28Z,https://github.com/Open-CMSIS-Pack/ST_B-L475E-IOT01A_BSP,Open-CMSIS-Pack/ST_B-L475E-IOT01A_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_B-L462E-CELL1_BSP,2025-12-05T14:37:41Z,PUBLIC,FALSE,0,20,0,OK,https://github.com/open-cmsis-pack/ST_B-L462E-CELL1_BSP,USE,OK,public,FALSE,1,main,2025-12-05T14:37:41Z,https://github.com/Open-CMSIS-Pack/ST_B-L462E-CELL1_BSP,Open-CMSIS-Pack/ST_B-L462E-CELL1_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,Sensor-SDK-Example,2025-12-05T14:33:22Z,PUBLIC,FALSE,2,20,7,OK,https://github.com/open-cmsis-pack/Sensor-SDK-Example,USE,OK,public,FALSE,4,main,2025-12-05T14:33:22Z,https://github.com/Open-CMSIS-Pack/Sensor-SDK-Example,Open-CMSIS-Pack/Sensor-SDK-Example,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-L552ZE-Q_BSP,2025-09-17T07:50:38Z,PUBLIC,FALSE,1,19,1,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-L552ZE-Q_BSP,USE,OK,public,FALSE,2,main,2025-09-17T07:50:38Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-L552ZE-Q_BSP,Open-CMSIS-Pack/ST_NUCLEO-L552ZE-Q_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,STM32L0538-DISCO_BSP,2025-09-10T08:34:10Z,PUBLIC,FALSE,0,20,0,OK,https://github.com/open-cmsis-pack/STM32L0538-DISCO_BSP,USE,OK,public,FALSE,2,main,2025-09-10T08:34:10Z,https://github.com/Open-CMSIS-Pack/STM32L0538-DISCO_BSP,Open-CMSIS-Pack/STM32L0538-DISCO_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,STM32L073Z-EVAL_BSP,2025-09-10T08:33:51Z,PUBLIC,FALSE,0,17,0,OK,https://github.com/open-cmsis-pack/STM32L073Z-EVAL_BSP,USE,OK,public,FALSE,2,main,2025-09-10T08:33:51Z,https://github.com/Open-CMSIS-Pack/STM32L073Z-EVAL_BSP,Open-CMSIS-Pack/STM32L073Z-EVAL_BSP,OK
open-cmsis-pack,open-cmisis-pack_raw_list,ST_NUCLEO-L476RG_BSP,2025-08-18T11:34:52Z,PUBLIC,FALSE,3,18,15,OK,https://github.com/open-cmsis-pack/ST_NUCLEO-L476RG_BSP,USE,OK,public,FALSE,2,main,2025-08-18T11:34:52Z,https://github.com/Open-CMSIS-Pack/ST_NUCLEO-L476RG_BSP,Open-CMSIS-Pack/ST_NUCLEO-L476RG_BSP,OK
arm-examples,arm-examples_raw_list,ModelNova,2026-06-24T15:02:36Z,PUBLIC,FALSE,37,232,1355,OK,https://github.com/arm-examples/ModelNova,USE,OK,public,FALSE,8,main,2026-06-30T14:13:11Z,https://github.com/Arm-Examples/ModelNova,Arm-Examples/ModelNova,OK
arm-examples,arm-examples_raw_list,SDS-Examples,2026-06-24T05:35:58Z,PUBLIC,FALSE,18,79,237,OK,https://github.com/arm-examples/SDS-Examples,USE,OK,public,FALSE,10,main,2026-06-30T12:17:21Z,https://github.com/Arm-Examples/SDS-Examples,Arm-Examples/SDS-Examples,OK
arm-examples,arm-examples_raw_list,LLM-Runner,2026-06-18T14:10:02Z,PUBLIC,FALSE,12,62,75,OK,https://github.com/arm-examples/LLM-Runner,USE,OK,public,FALSE,3,main,2026-06-29T10:54:49Z,https://github.com/Arm-Examples/LLM-Runner,Arm-Examples/LLM-Runner,OK
arm-examples,arm-examples_raw_list,.github,2026-06-17T14:05:14Z,PUBLIC,FALSE,26,36,58,OK,https://github.com/arm-examples/.github,USE,OK,public,FALSE,3,main,2026-06-17T14:05:14Z,https://github.com/Arm-Examples/.github,Arm-Examples/.github,OK
arm-examples,arm-examples_raw_list,AVH_CI_Template,2026-06-17T11:10:38Z,PUBLIC,FALSE,79,44,207,OK,https://github.com/arm-examples/AVH_CI_Template,USE,OK,public,FALSE,10,main,2026-06-17T11:10:38Z,https://github.com/Arm-Examples/AVH_CI_Template,Arm-Examples/AVH_CI_Template,OK
arm-examples,arm-examples_raw_list,CMSIS-Zephyr,2026-06-05T15:27:27Z,PUBLIC,FALSE,17,28,60,OK,https://github.com/arm-examples/CMSIS-Zephyr,USE,OK,public,FALSE,7,main,2026-06-05T15:27:27Z,https://github.com/Arm-Examples/CMSIS-Zephyr,Arm-Examples/CMSIS-Zephyr,OK
arm-examples,arm-examples_raw_list,FVPs-on-Mac,2026-06-01T03:50:09Z,PUBLIC,FALSE,15,28,66,OK,https://github.com/arm-examples/FVPs-on-Mac,USE,OK,public,FALSE,7,main,2026-06-01T03:50:09Z,https://github.com/Arm-Examples/FVPs-on-Mac,Arm-Examples/FVPs-on-Mac,OK
arm-examples,arm-examples_raw_list,STM32_LiveUpdate,2026-05-21T12:22:38Z,PUBLIC,FALSE,6,22,6,OK,https://github.com/arm-examples/STM32_LiveUpdate,USE,OK,public,FALSE,0,main,2026-05-21T12:22:38Z,https://github.com/Arm-Examples/STM32_LiveUpdate,Arm-Examples/STM32_LiveUpdate,OK
arm-examples,arm-examples_raw_list,cmsis-mlek,2026-05-19T13:52:28Z,PUBLIC,FALSE,9,25,36,OK,https://github.com/arm-examples/cmsis-mlek,USE,OK,public,FALSE,6,main,2026-05-19T13:52:28Z,https://github.com/Arm-Examples/cmsis-mlek,Arm-Examples/cmsis-mlek,OK
arm-examples,arm-examples_raw_list,Hello_B-U585I-IOT02A,2026-05-18T14:40:08Z,PUBLIC,FALSE,2,20,2,OK,https://github.com/arm-examples/Hello_B-U585I-IOT02A,USE,OK,public,FALSE,4,main,2026-05-18T14:40:08Z,https://github.com/Arm-Examples/Hello_B-U585I-IOT02A,Arm-Examples/Hello_B-U585I-IOT02A,OK
arm-examples,arm-examples_raw_list,ML-examples,2026-05-14T09:15:10Z,PUBLIC,FALSE,75,44,172,OK,https://github.com/arm-examples/ML-examples,USE,OK,public,FALSE,211,main,2026-05-14T09:15:10Z,https://github.com/Arm-Examples/ML-examples,Arm-Examples/ML-examples,OK
arm-examples,arm-examples_raw_list,mlek-cmsis-pack-examples,2026-05-07T16:02:06Z,PUBLIC,FALSE,20,35,51,OK,https://github.com/arm-examples/mlek-cmsis-pack-examples,USE,OK,public,FALSE,14,main,2026-06-30T09:24:11Z,https://github.com/Arm-Examples/mlek-cmsis-pack-examples,Arm-Examples/mlek-cmsis-pack-examples,OK
arm-examples,arm-examples_raw_list,Hello_NUCLEO-G474RE,2026-05-07T14:21:59Z,PUBLIC,FALSE,8,76,14,OK,https://github.com/arm-examples/Hello_NUCLEO-G474RE,USE,OK,public,FALSE,2,main,2026-05-07T14:21:59Z,https://github.com/Arm-Examples/Hello_NUCLEO-G474RE,Arm-Examples/Hello_NUCLEO-G474RE,OK
arm-examples,arm-examples_raw_list,Hello_NUCLEO-F756ZG,2026-05-07T13:51:57Z,PUBLIC,FALSE,0,17,0,OK,https://github.com/arm-examples/Hello_NUCLEO-F756ZG,USE,OK,public,FALSE,6,main,2026-05-07T13:51:57Z,https://github.com/Arm-Examples/Hello_NUCLEO-F756ZG,Arm-Examples/Hello_NUCLEO-F756ZG,OK
arm-examples,arm-examples_raw_list,Hello_MIMXRT1064-EVK,2026-05-07T13:28:22Z,PUBLIC,FALSE,1,22,1,OK,https://github.com/arm-examples/Hello_MIMXRT1064-EVK,USE,OK,public,FALSE,0,main,2026-05-07T13:28:22Z,https://github.com/Arm-Examples/Hello_MIMXRT1064-EVK,Arm-Examples/Hello_MIMXRT1064-EVK,OK
arm-examples,arm-examples_raw_list,Hello_MIMXRT1060-EVKB,2026-05-07T13:16:59Z,PUBLIC,FALSE,2,20,8,OK,https://github.com/arm-examples/Hello_MIMXRT1060-EVKB,USE,OK,public,FALSE,1,main,2026-05-07T13:16:59Z,https://github.com/Arm-Examples/Hello_MIMXRT1060-EVKB,Arm-Examples/Hello_MIMXRT1060-EVKB,OK
arm-examples,arm-examples_raw_list,Hello_LPCXpresso55S69,2026-05-07T12:53:06Z,PUBLIC,FALSE,3,249,4,OK,https://github.com/arm-examples/Hello_LPCXpresso55S69,USE,OK,public,FALSE,1,main,2026-05-07T12:53:06Z,https://github.com/Arm-Examples/Hello_LPCXpresso55S69,Arm-Examples/Hello_LPCXpresso55S69,OK
arm-examples,arm-examples_raw_list,Hello_IMXRT1050-EVKB,2026-05-07T12:07:36Z,PUBLIC,FALSE,0,20,0,OK,https://github.com/arm-examples/Hello_IMXRT1050-EVKB,USE,OK,public,FALSE,2,main,2026-05-07T12:07:36Z,https://github.com/Arm-Examples/Hello_IMXRT1050-EVKB,Arm-Examples/Hello_IMXRT1050-EVKB,OK
arm-examples,arm-examples_raw_list,Hello_FRDM-K32L3A6,2026-05-07T11:36:50Z,PUBLIC,FALSE,1,196,1,OK,https://github.com/arm-examples/Hello_FRDM-K32L3A6,USE,OK,public,FALSE,3,main,2026-05-07T11:36:50Z,https://github.com/Arm-Examples/Hello_FRDM-K32L3A6,Arm-Examples/Hello_FRDM-K32L3A6,OK
arm-examples,arm-examples_raw_list,CMSIS-Stream_SDS_Demo,2026-05-07T10:39:29Z,PUBLIC,FALSE,2,18,2,OK,https://github.com/arm-examples/CMSIS-Stream_SDS_Demo,USE,OK,public,FALSE,1,main,2026-05-07T10:39:29Z,https://github.com/Arm-Examples/CMSIS-Stream_SDS_Demo,Arm-Examples/CMSIS-Stream_SDS_Demo,OK
arm-examples,arm-examples_raw_list,Blinky_FRDM-K32L3A6,2026-05-07T09:00:37Z,PUBLIC,FALSE,0,20,0,OK,https://github.com/arm-examples/Blinky_FRDM-K32L3A6,USE,OK,public,FALSE,5,main,2026-05-07T09:00:37Z,https://github.com/Arm-Examples/Blinky_FRDM-K32L3A6,Arm-Examples/Blinky_FRDM-K32L3A6,OK
arm-examples,arm-examples_raw_list,Blinky_AVH_uV,2026-05-07T08:51:13Z,PUBLIC,FALSE,0,15,0,OK,https://github.com/arm-examples/Blinky_AVH_uV,USE,OK,public,FALSE,1,main,2026-05-07T08:51:13Z,https://github.com/Arm-Examples/Blinky_AVH_uV,Arm-Examples/Blinky_AVH_uV,OK
arm-examples,arm-examples_raw_list,AVH-VSI,2026-05-06T12:37:33Z,PUBLIC,FALSE,1,202,2,OK,https://github.com/arm-examples/AVH-VSI,USE,OK,public,FALSE,9,main,2026-05-06T12:37:33Z,https://github.com/Arm-Examples/AVH-VSI,Arm-Examples/AVH-VSI,OK
arm-examples,arm-examples_raw_list,AWS_MQTT_Demo,2026-04-17T10:03:30Z,PUBLIC,FALSE,5,27,20,OK,https://github.com/arm-examples/AWS_MQTT_Demo,USE,OK,public,FALSE,5,main,2026-04-17T10:03:30Z,https://github.com/Arm-Examples/AWS_MQTT_Demo,Arm-Examples/AWS_MQTT_Demo,OK
arm-examples,arm-examples_raw_list,CMSIS-Zephyr-Executorch,2026-04-16T13:21:53Z,PUBLIC,FALSE,2,23,2,OK,https://github.com/arm-examples/CMSIS-Zephyr-Executorch,USE,OK,public,FALSE,1,main,2026-04-16T13:21:53Z,https://github.com/Arm-Examples/CMSIS-Zephyr-Executorch,Arm-Examples/CMSIS-Zephyr-Executorch,OK
arm-examples,arm-examples_raw_list,STT-Runner,2026-04-14T12:49:55Z,PUBLIC,FALSE,13,31,29,OK,https://github.com/arm-examples/STT-Runner,USE,OK,public,FALSE,2,main,2026-04-14T12:49:55Z,https://github.com/Arm-Examples/STT-Runner,Arm-Examples/STT-Runner,OK
arm-examples,arm-examples_raw_list,Hello_Codespaces,2026-04-14T07:34:51Z,PUBLIC,FALSE,18,79,43,OK,https://github.com/arm-examples/Hello_Codespaces,USE,OK,public,FALSE,5,main,2026-04-14T07:34:51Z,https://github.com/Arm-Examples/Hello_Codespaces,Arm-Examples/Hello_Codespaces,OK
arm-examples,arm-examples_raw_list,Safety-Example-Infineon-T2G,2026-04-02T10:30:37Z,PUBLIC,FALSE,12,21,42,OK,https://github.com/arm-examples/Safety-Example-Infineon-T2G,USE,OK,public,FALSE,3,main,2026-04-02T10:30:37Z,https://github.com/Arm-Examples/Safety-Example-Infineon-T2G,Arm-Examples/Safety-Example-Infineon-T2G,OK
arm-examples,arm-examples_raw_list,Safety-Example-STM32,2026-03-12T14:14:03Z,PUBLIC,FALSE,9,23,56,OK,https://github.com/arm-examples/Safety-Example-STM32,USE,OK,public,FALSE,3,main,2026-03-12T14:14:03Z,https://github.com/Arm-Examples/Safety-Example-STM32,Arm-Examples/Safety-Example-STM32,OK
arm-examples,arm-examples_raw_list,CMSIS-Executorch,2026-03-06T12:59:38Z,PUBLIC,FALSE,12,20,142,OK,https://github.com/arm-examples/CMSIS-Executorch,USE,OK,public,FALSE,5,main,2026-03-06T12:59:38Z,https://github.com/Arm-Examples/CMSIS-Executorch,Arm-Examples/CMSIS-Executorch,OK
arm-examples,arm-examples_raw_list,AVH-Hello,2026-02-27T08:10:30Z,PUBLIC,FALSE,14,25,85,OK,https://github.com/arm-examples/AVH-Hello,USE,OK,public,FALSE,9,main,2026-02-27T08:10:30Z,https://github.com/Arm-Examples/AVH-Hello,Arm-Examples/AVH-Hello,OK
arm-examples,arm-examples_raw_list,cmsis-mlek-examples,2026-02-12T11:31:36Z,PUBLIC,FALSE,12,23,45,OK,https://github.com/arm-examples/cmsis-mlek-examples,USE,OK,public,FALSE,6,main,2026-02-12T11:31:36Z,https://github.com/Arm-Examples/cmsis-mlek-examples,Arm-Examples/cmsis-mlek-examples,OK
arm-examples,arm-examples_raw_list,Middleware_USB_FS,2026-02-12T11:19:17Z,PUBLIC,FALSE,4,22,13,OK,https://github.com/arm-examples/Middleware_USB_FS,USE,OK,public,FALSE,2,main,2026-02-12T11:19:17Z,https://github.com/Arm-Examples/Middleware_USB_FS,Arm-Examples/Middleware_USB_FS,OK
